0.0; 0.0; 0.0; 0.0; 
0.0; 0.0; 0.0; -6.978917565348408E-4; 
0.0; 0.0; -0.0012359049500791919; -7.295530953922991E-4; 
0.0; 5.292870847676268E-4; -0.0016165198758219534; -7.632896525253119E-4; 
0.0; 4.785908233467806E-4; -0.002369396928442513; -7.992796971820204E-4; 
0.0; 3.8367015621249E-4; -0.0025934527212870817; -8.377204124223048E-4; 
0.0; 2.0613617241110882E-4; -0.002603763851849572; -8.788302694042738E-4; 
0.0; 1.2107021092583325E-4; -0.002453500452984092; -9.228517415670878E-4; 
0.0; 9.657040805011174E-5; -0.0023704911193454525; -9.70054412061272E-4; 
0.0; 9.47346712079078E-5; -0.0023667642049466364; -0.0010207385364299215; 
0.0; 9.324022489876072E-5; -0.002400226392430871; -0.0010752391324937438; 
0.0; 8.911988662752002E-5; -0.002441418550126584; -0.0011339306806741334; 
0.0; 7.979434423166509E-5; -0.0024853514240273933; -0.0011972325306363052; 
0.0; 6.42164385672439E-5; -0.0025307673373969886; -0.001265615123998809; 
0.0; 4.212226074118419E-5; -0.0025781896199719156; -0.0013396071575784152; 
0.0; 1.3816610437200616E-5; -0.00262890705508223; -0.0014198038264590096; 
0.0; -2.038044407037809E-5; -0.002684612700733391; -0.0015068762996945928; 
0.0; -6.021553936830237E-5; -0.002746898810028431; -0.0016015825912357728; 
0.0; -1.0558440239905043E-4; -0.002817247946480861; -0.0017047799906058092; 
0.0; -1.5653796904302464E-4; -0.00289704163378246; -0.00181743920518318; 
0.0; -2.132851705567429E-4; -0.002987628230431194; -0.0019406603277442036; 
0.0; -2.7618318086486404E-4; -0.003090382369266509; -0.0020756906615619908; 
0.0; -3.4573370622270616E-4; -0.0032067679036775765; -0.002223944282850776; 
0.0; -4.2258150001373007E-4; -0.0033383911291626767; -0.002387022952187179; 
0.0; -5.075168453421153E-4; -0.003487052177603811; -0.002566737532530672; 
0.0; -6.0148064812926E-4; -0.0036547939989796108; -0.0027651283211161948; 
0.0; -7.055709022589784E-4; -0.003843951218047814; -0.0029844814830352062; 
0.0; -8.210484146768948E-4; -0.004057198703078413; -0.003227336817192894; 
0.0; -9.493385222805184E-4; -0.004297598739346098; -0.003496478977886186; 
0.0; -0.001092023593443403; -0.004568643265234318; -0.0037948993936165465; 
0.0; -0.0012508179273673647; -0.004874284519670979; -0.004125708551414253; 
0.0; -0.0014275117190305497; -0.00521894257787392; -0.004491966761359545; 
